key,municipio,departamento,ano,mes,fecha_hecho,cod_muni,SECUESTRO EXTORSIVO,SECUESTRO SIMPLE,TOTAL SECUESTROS,POB_CABECERA,POB_RURAL,POB_TOTAL,Tasa_100_habitantes,periodo,ASESINATOS,Coeficiente de Gini,Incidencia de la pobreza monetaria,Incidencia de la pobreza monetaria extrema,Población en condición de miseria,Índice de pobreza multidimensional - IPM,CULTIVOS_COCA,TOTAL_DESAPARICION,TOTAL_ACCIONES,TOTAL MASACRE
73411-2002,LIBANO,TOLIMA,2002,1,2002-01-20,73411,3.0,0.0,3.0,25686,16182,41868,7.165376898824879,2000,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0
73411-2003,LIBANO,TOLIMA,2003,3,2003-03-15,73411,3.0,1.0,4.0,25619,15944,41563,9.62394437360152,2000,13.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,0.0
73411-2004,LIBANO,TOLIMA,2004,4,2004-04-25,73411,3.0,1.0,4.0,25524,15717,41241,9.699085861157586,2000,28.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
73411-2005,LIBANO,TOLIMA,2005,10,2005-10-08,73411,0.0,1.0,1.0,25372,15453,40825,2.449479485609308,2005,7.0,0.0,0.0,0.0,0.0,58.87,0.0,0.0,0.0,0.0
73411-2006,LIBANO,TOLIMA,2006,11,2006-11-23,73411,0.0,1.0,1.0,25245,15251,40496,2.4693796918214144,2005,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0
73411-2007,LIBANO,TOLIMA,2007,6,2007-06-26,73411,1.0,1.0,2.0,25113,15046,40159,4.980203690330934,2005,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0
73411-2008,LIBANO,TOLIMA,2008,11,2008-11-20,73411,0.0,1.0,1.0,24976,14854,39830,2.5106703489831785,2005,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73411-2013,LIBANO,TOLIMA,2013,1,2013-01-31,73411,1.0,0.0,1.0,24256,13913,38169,2.6199271660247847,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73411-2015,LIBANO,TOLIMA,2015,3,2015-03-02,73411,3.0,0.0,3.0,24016,13588,37604,7.9778746941814696,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73443-1996,MARIQUITA,TOLIMA,1996,5,1996-05-24,73443,1.0,0.0,1.0,22605,9496,32101,3.1151677517834337,1995,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73443-1997,MARIQUITA,TOLIMA,1997,2,1997-02-24,73443,2.0,0.0,2.0,22880,9505,32385,6.175698625907056,1995,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
73443-1998,MARIQUITA,TOLIMA,1998,7,1998-07-01,73443,1.0,0.0,1.0,23254,9521,32775,3.051106025934401,1995,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
73443-1999,MARIQUITA,TOLIMA,1999,1,1999-01-29,73443,2.0,0.0,2.0,23653,9546,33199,6.0242778396939665,1995,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
73443-2001,MARIQUITA,TOLIMA,2001,3,2001-03-09,73443,1.0,3.0,4.0,24294,9498,33792,11.837121212121213,2000,24.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,11.0
73443-2002,MARIQUITA,TOLIMA,2002,5,2002-05-17,73443,4.0,10.0,14.0,24600,9523,34123,41.02804559974211,2000,19.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,7.0
73443-2003,MARIQUITA,TOLIMA,2003,4,2003-04-28,73443,0.0,2.0,2.0,24887,9532,34419,5.810744065777623,2000,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0
73443-2004,MARIQUITA,TOLIMA,2004,2,2004-02-25,73443,0.0,1.0,1.0,25164,9525,34689,2.8827582230678312,2000,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0
73443-2005,MARIQUITA,TOLIMA,2005,6,2005-06-08,73443,0.0,2.0,2.0,25371,9458,34829,5.742341152487869,2005,11.0,0.0,0.0,0.0,0.0,48.76,0.0,5.0,0.0,0.0
73443-2006,MARIQUITA,TOLIMA,2006,5,2006-05-20,73443,0.0,3.0,3.0,25605,9480,35085,8.550662676357417,2005,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
73443-2007,MARIQUITA,TOLIMA,2007,11,2007-11-02,73443,0.0,1.0,1.0,25817,9501,35318,2.8314174075542216,2005,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73443-2008,MARIQUITA,TOLIMA,2008,1,2008-01-13,73443,0.0,2.0,2.0,26055,9511,35566,5.623348141483439,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73449-1998,MELGAR,TOLIMA,1998,7,1998-07-15,73449,2.0,0.0,2.0,21754,5641,27395,7.300602299689724,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
73449-1999,MELGAR,TOLIMA,1999,2,1999-02-13,73449,1.0,0.0,1.0,22284,5659,27943,3.578713810256594,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73449-2000,MELGAR,TOLIMA,2000,4,2000-04-18,73449,1.0,0.0,1.0,22819,5735,28554,3.502136303144918,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
73449-2002,MELGAR,TOLIMA,2002,5,2002-05-23,73449,1.0,1.0,2.0,23805,5849,29654,6.7444526876643955,2000,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
73449-2003,MELGAR,TOLIMA,2003,8,2003-08-28,73449,0.0,2.0,2.0,24283,5913,30196,6.623393826996954,2000,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0
73449-2004,MELGAR,TOLIMA,2004,1,2004-01-21,73449,1.0,0.0,1.0,24723,5944,30667,3.260834121368246,2000,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73449-2005,MELGAR,TOLIMA,2005,8,2005-08-02,73449,0.0,3.0,3.0,25112,5990,31102,9.645681949713845,2005,0.0,0.0,0.0,0.0,0.0,33.43,0.0,0.0,0.0,0.0
73449-2009,MELGAR,TOLIMA,2009,1,2009-01-24,73449,1.0,0.0,1.0,26668,6147,32815,3.0473868657626086,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
73449-2012,MELGAR,TOLIMA,2012,9,2012-09-27,73449,1.0,0.0,1.0,27741,6316,34057,2.9362539272396275,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73449-2014,MELGAR,TOLIMA,2014,5,2014-05-18,73449,0.0,1.0,1.0,28409,6428,34837,2.8705112380514968,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73449-2017,MELGAR,TOLIMA,2017,10,2017-10-02,73449,0.0,1.0,1.0,29411,6782,36193,2.7629652142679526,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73449-2023,MELGAR,TOLIMA,2023,8,2023-08-14,73449,2.0,0.0,2.0,31105,6911,38016,5.26094276094276,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73449-2024,MELGAR,TOLIMA,2024,2,2024-02-29,73449,1.0,0.0,1.0,31263,6893,38156,2.6208197924310723,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73461-1998,MURILLO,TOLIMA,1998,4,1998-04-12,73461,2.0,0.0,2.0,1328,2264,3592,55.67928730512249,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
73461-1999,MURILLO,TOLIMA,1999,1,1999-01-16,73461,0.0,1.0,1.0,1362,2270,3632,27.533039647577095,1995,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
73461-2005,MURILLO,TOLIMA,2005,11,2005-11-07,73461,0.0,1.0,1.0,1503,2301,3804,26.288117770767613,2005,0.0,0.0,0.0,0.0,0.0,83.44,0.0,0.0,0.0,0.0
73461-2008,MURILLO,TOLIMA,2008,3,2008-03-23,73461,0.0,1.0,1.0,1561,2318,3879,25.77984016499098,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
73461-2010,MURILLO,TOLIMA,2010,2,2010-02-15,73461,1.0,0.0,1.0,1579,2317,3896,25.66735112936345,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73483-1997,NATAGAIMA,TOLIMA,1997,3,1997-03-21,73483,1.0,0.0,1.0,9691,9543,19234,5.199126546740148,1995,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73483-1998,NATAGAIMA,TOLIMA,1998,7,1998-07-06,73483,2.0,0.0,2.0,9645,9421,19066,10.48987726843596,1995,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0
73483-1999,NATAGAIMA,TOLIMA,1999,3,1999-03-20,73483,1.0,0.0,1.0,9577,9296,18873,5.298574683410163,1995,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0
73483-2000,NATAGAIMA,TOLIMA,2000,4,2000-04-10,73483,3.0,0.0,3.0,9530,9118,18648,16.087516087516086,2000,11.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0
73483-2002,NATAGAIMA,TOLIMA,2002,4,2002-04-08,73483,0.0,1.0,1.0,9370,8868,18238,5.48305735277991,2000,26.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0
73483-2003,NATAGAIMA,TOLIMA,2003,6,2003-06-07,73483,0.0,2.0,2.0,9298,8730,18028,11.093854004881296,2000,23.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0
73483-2004,NATAGAIMA,TOLIMA,2004,8,2004-08-30,73483,1.0,1.0,2.0,9205,8578,17783,11.246696282966878,2000,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0
73483-2006,NATAGAIMA,TOLIMA,2006,3,2006-03-03,73483,1.0,1.0,2.0,9007,8240,17247,11.596219632399837,2005,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
73504-1996,ORTEGA,TOLIMA,1996,6,1996-06-27,73504,2.0,0.0,2.0,6524,28297,34821,5.743660434795094,1995,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
73504-1997,ORTEGA,TOLIMA,1997,5,1997-05-20,73504,0.0,1.0,1.0,6544,28256,34800,2.8735632183908044,1995,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73504-1998,ORTEGA,TOLIMA,1998,2,1998-02-20,73504,2.0,0.0,2.0,6590,28157,34747,5.755892595044176,1995,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0
73504-1999,ORTEGA,TOLIMA,1999,2,1999-02-09,73504,1.0,0.0,1.0,6648,28080,34728,2.8795208477309373,1995,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
73504-2000,ORTEGA,TOLIMA,2000,8,2000-08-29,73504,0.0,2.0,2.0,6691,27953,34644,5.773005426625101,2000,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73504-2001,ORTEGA,TOLIMA,2001,9,2001-09-04,73504,2.0,1.0,3.0,6739,27907,34646,8.659008254921204,2000,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
73504-2002,ORTEGA,TOLIMA,2002,1,2002-01-22,73504,1.0,2.0,3.0,6778,27774,34552,8.68256540865941,2000,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
73504-2003,ORTEGA,TOLIMA,2003,3,2003-03-22,73504,0.0,2.0,2.0,6815,27674,34489,5.798950389979414,2000,9.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0
73504-2004,ORTEGA,TOLIMA,2004,10,2004-10-20,73504,0.0,1.0,1.0,6824,27634,34458,2.9020836960937952,2000,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
73504-2006,ORTEGA,TOLIMA,2006,5,2006-05-13,73504,1.0,1.0,2.0,6845,27487,34332,5.825468950250495,2005,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
73504-2007,ORTEGA,TOLIMA,2007,6,2007-06-06,73504,1.0,0.0,1.0,6871,27444,34315,2.9141774734081305,2005,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,20.0,0.0
73520-1998,PALOCABILDO,TOLIMA,1998,7,1998-07-04,73520,0.0,1.0,1.0,3462,10197,13659,7.3211801742440885,1995,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
73520-1999,PALOCABILDO,TOLIMA,1999,5,1999-05-16,73520,2.0,1.0,3.0,3422,10013,13435,22.32973576479345,1995,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73520-2000,PALOCABILDO,TOLIMA,2000,11,2000-11-02,73520,2.0,1.0,3.0,3417,9802,13219,22.694606248581586,2000,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0
73520-2003,PALOCABILDO,TOLIMA,2003,11,2003-11-03,73520,1.0,0.0,1.0,3377,9233,12610,7.930214115781126,2000,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73547-1998,PIEDRAS,TOLIMA,1998,6,1998-06-09,73547,1.0,0.0,1.0,1980,4175,6155,16.246953696181965,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73547-1999,PIEDRAS,TOLIMA,1999,10,1999-10-31,73547,1.0,0.0,1.0,2023,4191,6214,16.0926939169617,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73547-2001,PIEDRAS,TOLIMA,2001,5,2001-05-29,73547,1.0,0.0,1.0,2066,4217,6283,15.915963711602739,2000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
73555-1997,PLANADAS,TOLIMA,1997,9,1997-09-25,73555,0.0,1.0,1.0,6461,18963,25424,3.933291378225299,1995,22.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0
73555-1998,PLANADAS,TOLIMA,1998,2,1998-02-20,73555,3.0,0.0,3.0,6503,18939,25442,11.791525823441553,1995,15.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,0.0
73555-1999,PLANADAS,TOLIMA,1999,2,1999-02-19,73555,2.0,1.0,3.0,6535,18893,25428,11.798017932987259,1995,19.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
73555-2000,PLANADAS,TOLIMA,2000,3,2000-03-25,73555,1.0,1.0,2.0,6582,18885,25467,7.853300349471865,2000,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0
73555-2001,PLANADAS,TOLIMA,2001,3,2001-03-04,73555,0.0,1.0,1.0,6612,18855,25467,3.9266501747359324,2000,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
73555-2002,PLANADAS,TOLIMA,2002,2,2002-02-06,73555,1.0,0.0,1.0,6647,18812,25459,3.9278840488628775,2000,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,0.0
73555-2004,PLANADAS,TOLIMA,2004,3,2004-03-19,73555,1.0,2.0,3.0,6688,18714,25402,11.810093693409968,2000,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0
73555-2006,PLANADAS,TOLIMA,2006,8,2006-08-02,73555,0.0,3.0,3.0,6689,18675,25364,11.82778741523419,2005,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,0.0
73555-2007,PLANADAS,TOLIMA,2007,9,2007-09-07,73555,2.0,0.0,2.0,6703,18663,25366,7.884569896712135,2005,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0
73555-2008,PLANADAS,TOLIMA,2008,6,2008-06-13,73555,1.0,2.0,3.0,6704,18656,25360,11.829652996845427,2005,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
73555-2015,PLANADAS,TOLIMA,2015,8,2015-08-04,73555,1.0,0.0,1.0,6727,18798,25525,3.917727717923604,2015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
73555-2019,PLANADAS,TOLIMA,2019,8,2019-08-17,73555,0.0,2.0,2.0,6780,19005,25785,7.756447547023463,2015,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73563-1997,PRADO,TOLIMA,1997,1,1997-01-05,73563,2.0,0.0,2.0,3507,6242,9749,20.514924607652066,1995,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
73563-1998,PRADO,TOLIMA,1998,11,1998-11-14,73563,1.0,0.0,1.0,3535,6130,9665,10.346611484738748,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
73563-1999,PRADO,TOLIMA,1999,7,1999-07-05,73563,1.0,0.0,1.0,3552,6003,9555,10.465724751439037,1995,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0
73563-2000,PRADO,TOLIMA,2000,9,2000-09-26,73563,1.0,0.0,1.0,3555,5952,9507,10.518565267697486,2000,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
73563-2001,PRADO,TOLIMA,2001,3,2001-03-16,73563,2.0,0.0,2.0,3633,5903,9536,20.973154362416107,2000,8.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,7.0
73563-2003,PRADO,TOLIMA,2003,4,2003-04-18,73563,2.0,0.0,2.0,3603,5743,9346,21.39952921035737,2000,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0
73563-2005,PRADO,TOLIMA,2005,11,2005-11-12,73563,1.0,0.0,1.0,3675,5569,9244,10.817827780181739,2005,0.0,0.0,0.0,0.0,0.0,68.2,0.0,3.0,0.0,0.0
73563-2008,PRADO,TOLIMA,2008,3,2008-03-21,73563,1.0,0.0,1.0,3681,5349,9030,11.07419712070875,2005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73563-2012,PRADO,TOLIMA,2012,2,2012-02-28,73563,2.0,0.0,2.0,3742,5097,8839,22.626994003846587,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73585-1998,PURIFICACION,TOLIMA,1998,1,1998-01-03,73585,2.0,0.0,2.0,12068,12888,24956,8.014104824491104,1995,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
73585-1999,PURIFICACION,TOLIMA,1999,2,1999-02-10,73585,1.0,0.0,1.0,12177,12740,24917,4.013324236465063,1995,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73585-2001,PURIFICACION,TOLIMA,2001,5,2001-05-19,73585,2.0,0.0,2.0,12405,12411,24816,8.059316569954868,2000,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
73585-2002,PURIFICACION,TOLIMA,2002,4,2002-04-15,73585,1.0,0.0,1.0,12494,12282,24776,4.036164029706167,2000,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
73585-2003,PURIFICACION,TOLIMA,2003,8,2003-08-06,73585,0.0,1.0,1.0,12576,12100,24676,4.052520667855406,2000,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73585-2005,PURIFICACION,TOLIMA,2005,6,2005-06-06,73585,1.0,1.0,2.0,12676,11760,24436,8.18464560484531,2005,1.0,0.0,0.0,0.0,0.0,64.92,0.0,0.0,0.0,0.0
73585-2007,PURIFICACION,TOLIMA,2007,5,2007-05-13,73585,1.0,0.0,1.0,12785,11502,24287,4.117429077284144,2005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
73585-2008,PURIFICACION,TOLIMA,2008,3,2008-03-01,73585,1.0,0.0,1.0,12825,11374,24199,4.132402165378735,2005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
73616-1997,RIOBLANCO,TOLIMA,1997,4,1997-04-11,73616,1.0,0.0,1.0,3695,21653,25348,3.9450844248066907,1995,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
73616-1998,RIOBLANCO,TOLIMA,1998,1,1998-01-11,73616,5.0,0.0,5.0,3712,21472,25184,19.853875476493013,1995,37.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0
73616-1999,RIOBLANCO,TOLIMA,1999,12,1999-12-14,73616,1.0,0.0,1.0,3730,21314,25044,3.992972368631209,1995,33.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,5.0
73616-2000,RIOBLANCO,TOLIMA,2000,4,2000-04-08,73616,2.0,3.0,5.0,3752,21163,24915,20.06823198876179,2000,35.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,0.0
73616-2007,RIOBLANCO,TOLIMA,2007,4,2007-04-17,73616,1.0,0.0,1.0,3773,20033,23806,4.200621692010418,2005,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
73616-2013,RIOBLANCO,TOLIMA,2013,6,2013-06-08,73616,1.0,0.0,1.0,3749,19370,23119,4.325446602361693,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
73616-2014,RIOBLANCO,TOLIMA,2014,5,2014-05-02,73616,0.0,1.0,1.0,3768,19254,23022,4.343671270958214,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
73622-1998,RONCESVALLES,TOLIMA,1998,2,1998-02-25,73622,2.0,0.0,2.0,1967,4216,6183,32.346757237586935,1995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73622-1999,RONCESVALLES,TOLIMA,1999,9,1999-09-05,73622,1.0,2.0,3.0,1981,4182,6163,48.67759208177836,1995,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
73624-1996,ROVIRA,TOLIMA,1996,4,1996-04-28,73624,1.0,0.0,1.0,8888,15136,24024,4.162504162504162,1995,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
73624-1997,ROVIRA,TOLIMA,1997,9,1997-09-12,73624,2.0,0.0,2.0,8947,14970,23917,8.362252790901868,1995,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73624-1998,ROVIRA,TOLIMA,1998,4,1998-04-18,73624,5.0,0.0,5.0,9078,14775,23853,20.96172389217289,1995,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0
73624-1999,ROVIRA,TOLIMA,1999,2,1999-02-04,73624,2.0,0.0,2.0,9157,14607,23764,8.41609156707625,1995,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
73624-2000,ROVIRA,TOLIMA,2000,4,2000-04-05,73624,1.0,0.0,1.0,9253,14416,23669,4.224935569732561,2000,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
73624-2001,ROVIRA,TOLIMA,2001,7,2001-07-06,73624,1.0,0.0,1.0,9347,14219,23566,4.243401510650938,2000,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
73624-2002,ROVIRA,TOLIMA,2002,1,2002-01-21,73624,1.0,1.0,2.0,9427,14032,23459,8.52551259644486,2000,11.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
73624-2003,ROVIRA,TOLIMA,2003,8,2003-08-09,73624,1.0,0.0,1.0,9499,13863,23362,4.280455440458865,2000,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0
73624-2004,ROVIRA,TOLIMA,2004,7,2004-07-31,73624,2.0,2.0,4.0,9552,13661,23213,17.231723603153405,2000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
73624-2005,ROVIRA,TOLIMA,2005,2,2005-02-22,73624,1.0,1.0,2.0,9579,13421,23000,8.695652173913045,2005,4.0,0.0,0.0,0.0,0.0,74.26,0.0,2.0,2.0,0.0
73624-2012,ROVIRA,TOLIMA,2012,1,2012-01-23,73624,0.0,1.0,1.0,9893,12336,22229,4.498627918484862,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
73624-2014,ROVIRA,TOLIMA,2014,7,2014-07-15,73624,5.0,2.0,7.0,9937,12052,21989,31.834098867615626,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73671-1997,SALDAÑA,TOLIMA,1997,11,1997-11-06,73671,2.0,0.0,2.0,7752,6880,14632,13.66867140513942,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73671-2001,SALDAÑA,TOLIMA,2001,1,2001-01-15,73671,3.0,1.0,4.0,8034,6625,14659,27.286990927075518,2000,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
73671-2003,SALDAÑA,TOLIMA,2003,6,2003-06-07,73671,0.0,2.0,2.0,8130,6558,14688,13.616557734204795,2000,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0
73671-2004,SALDAÑA,TOLIMA,2004,1,2004-01-29,73671,3.0,2.0,5.0,8193,6502,14695,34.02517863218782,2000,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
73671-2005,SALDAÑA,TOLIMA,2005,5,2005-05-24,73671,0.0,1.0,1.0,8201,6445,14646,6.827802813054759,2005,0.0,0.0,0.0,0.0,0.0,62.27,0.0,0.0,0.0,0.0
73671-2007,SALDAÑA,TOLIMA,2007,9,2007-09-16,73671,0.0,1.0,1.0,8287,6287,14574,6.861534239055852,2005,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73675-1996,SAN ANTONIO,TOLIMA,1996,1,1996-01-30,73675,2.0,0.0,2.0,5050,12258,17308,11.555350127108852,1995,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73675-1998,SAN ANTONIO,TOLIMA,1998,2,1998-02-26,73675,1.0,0.0,1.0,5021,11917,16938,5.9038847561695595,1995,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
73675-2002,SAN ANTONIO,TOLIMA,2002,12,2002-12-23,73675,1.0,0.0,1.0,4920,11157,16077,6.220065932698886,2000,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0
73675-2005,SAN ANTONIO,TOLIMA,2005,3,2005-03-21,73675,1.0,0.0,1.0,4828,10563,15391,6.497303618998116,2005,3.0,0.0,0.0,0.0,0.0,75.37,0.0,0.0,0.0,0.0
73675-2006,SAN ANTONIO,TOLIMA,2006,6,2006-06-15,73675,1.0,0.0,1.0,4795,10368,15163,6.595000989250148,2005,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
73675-2007,SAN ANTONIO,TOLIMA,2007,9,2007-09-03,73675,1.0,0.0,1.0,4742,10210,14952,6.688068485821295,2005,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
